,Onshore_Offshore,Map_Sheet_Division,Map_Sheet,Block_Number,Province_Code,Province_Name,Municipality_ID,Municipality_Name,Postal_Code,Mining_Work_Code,Mining_Work_Name,Provided_X,Provided_Y,Coordinate_System,X_Rijksdriehoek,Y_Rijksdriehoek,X_TM5_ED50,Y_TM5_ED50,X_UTM31_ED50,Y_UTM31_ED50,Longitude_ED50,Latitude_ED50,X_UTM31_WGS84,Y_UTM31_WGS84,Longitude_WGS84,Latitude_WGS84,Start_Date,End_Date,Wellbore_Sidetrack,NITG_Number,UWI,Wellbore_Code,Wellbore_Name,Wellbore_Objective_Code,Wellbore_Objective,Wellbore_Result_Code,Wellbore_Result,Wellbore_Status,Wellbore_Shape,Kickoff_Depth_AH,Wellbore_Depth_AH,Wellbore_Depth_TVD,X_Deviation_UTM31_ED50,X_End_UTM31_ED50,Y_Deviation_UTM31_ED50,Y_End_UTM31_ED50,Reference_Level,Reference_Level_Height,Relative_To,Wellbore_Depth_AH_Relative_To_NAP_MSL,Wellbore_Depth_TVD_Relative_To_NAP_MSL,Current_Owner,Client,Drilling_Tower_Platform,Drilling_Company,Lithostratigraphy_Code,Chronostratigraphy_Code,Well_Name,Field_Code,Field_Name,Public_Access_From
3463,ON,Topografische kaart 1:25.000,34E,,OV,Overijssel,160.0,Hengelo,7554.0,,,248917.0,474135.0,RD,248917,474135,620410,5790210,756916,5795420,6.76370285,52.24801109,756824,5795210,6.76246936,52.24724474,28-06-1929,14-09-1929,BRH,B34E0032,2643,OZG-01,OELE-ZEGGER-01,EXP-S,Zoutexploratie,SALT,Zout,Abandoned,Vertikaal,,493.68,493.68,0.0,756916.0,0.0,5795420.0,Rotary Table,17.5,NAP,476.18,476.18,Koninklijke Nederlandse Zoutindustrie,Koninklijke Nederlandse Zoutindustrie,,,RNSOC,,,,,2003-01-01
3464,ON,Topografische kaart 1:25.000,34E,,OV,Overijssel,160.0,Hengelo,7554.0,,,249512.0,474054.0,RD,249512,474054,621005,5790132,757514,5795359,6.77239039,52.24718145,757422,5795148,6.77115712,52.24641515,01-01-1929,01-03-1929,BRH,B34E0035,3061,OZG-02,OELE-ZEGGER-02,EXP-S,Zoutexploratie,SALT,Zout,Abandoned,Vertikaal,,463.15,463.15,0.0,757514.0,0.0,5795359.0,Rotary Table,17.0,NAP,446.15,446.15,Koninklijke Nederlandse Zoutindustrie,Koninklijke Nederlandse Zoutindustrie,,,RNSOC,,,,,2003-01-01
3465,ON,Topografische kaart 1:25.000,25B,,NH,Noord-Holland,124.0,Oostzaan,1511.0,,,118699.0,495246.0,RD,118699,495246,490115,5810617,626053,5812225,4.85457797,52.44456386,625962,5812015,4.85329357,52.44378717,25-04-1950,26-02-1951,BRH,B25B0425,1745,OZN-01,OOSTZAAN-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,2767.0,2767.0,0.0,626053.0,0.0,5812225.0,Rotary Table,3.84,NAP,2763.16,2763.16,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,Nederlandse Aardolie Maatschappij B.V.,DCCB,,,,,2003-01-01
3466,OFF,RWS Blokindeling,,P01,,,,,,,,3.3028889,52.9826111,ED50-GEOGR,14935,557007,386060,5871808,520336,5870503,3.3028889,52.9826111,520244,5870292,3.30152811,52.98183512,04-07-1977,18-10-1977,BRH,BP010055,7397,P01-01,P01-01,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,3155.5,3152.23,-4.1,520332.0,14.32,5870517.0,Rotary Table,22.7,MSL,3132.8,3129.43,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean I,Transocean Drilling Ltd.,DC,,,,,1987-10-18
3467,OFF,RWS Blokindeling,,P01,,,,,,,,3.1944167,52.8836389,ED50-GEOGR,7317,546213,378501,5860977,513083,5859468,3.1944167,52.8836389,512991,5859257,3.19305625,52.88285853,13-05-1979,02-08-1979,BRH,BP010056,7398,P01-02,P01-02,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Gedevieerd,,3585.0,3247.56,1031.91,514115.0,-725.11,5858743.0,Rotary Table,33.04,MSL,3551.96,3214.42,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Britannia,Santa Fe Drilling Company (North Sea) Ltd.,DC,,,,,1989-08-02
3468,OFF,RWS Blokindeling,,P01,,,,,,,,3.2061389,52.9820833,ED50-GEOGR,8437,557141,379563,5871907,513840,5870421,3.2061389,52.9820833,513749,5870211,3.20477575,52.98130623,01-05-1980,25-06-1980,BRH,BP010057,7399,P01-03,P01-03,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,2853.0,2851.8,28.67,513869.0,33.75,5870455.0,Rotary Table,32.7,MSL,2820.3,2819.0,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Britannia,Santa Fe Drilling Company (North Sea) Ltd.,DCCR,,,,,1990-06-25
3469,OFF,RWS Blokindeling,,P01,,,,,,,,3.1960833,52.9447222,ED50-GEOGR,7636,553005,378784,5867768,513177,5866263,3.1960833,52.9447222,513085,5866053,3.19472104,52.94394381,18-05-1980,12-06-1980,BRH,BP010058,7400,P01-04,P01-04,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Vertikaal,,2132.0,2131.62,-0.97,513176.0,34.82,5866298.0,Rotary Table,27.0,MSL,2105.0,2104.52,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean IV,Transocean Drilling Ltd.,RBSHR,,,,,1990-06-12
3470,OFF,RWS Blokindeling,,P01,,,,,,,,3.1961944,52.9447222,ED50-GEOGR,7643,553005,378791,5867768,513184,5866263,3.1961944,52.9447222,513092,5866053,3.19483214,52.94394381,14-06-1980,22-06-1980,BRH,BP010071,8821,P01-05,P01-05,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Vertikaal,,777.0,776.95,-6.19,513178.0,2.38,5866265.0,Rotary Table,27.0,MSL,750.0,749.85,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean IV,Transocean Drilling Ltd.,NN,,,,,1990-06-22
3471,OFF,RWS Blokindeling,,P01,,,,,,,,3.1961944,52.9447222,ED50-GEOGR,7643,553005,378791,5867768,513184,5866263,3.1961944,52.9447222,513092,5866053,3.19483214,52.94394381,22-06-1980,08-08-1980,STR,BP010059,7401,P01-05-S1,P01-05-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Gedevieerd,515.0,2925.0,2919.44,48.69,513233.0,33.64,5866297.0,Rotary Table,27.0,MSL,2898.0,2892.34,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean IV,Transocean Drilling Ltd.,DC,,,,,1990-08-08
3472,OFF,RWS Blokindeling,,P01,,,,,,,,3.3108611,52.9735,ED50-GEOGR,15441,555978,386571,5870781,520876,5869492,3.3108611,52.9735,520784,5869281,3.30950079,52.97272381,15-02-1983,05-05-1983,BRH,BP010060,7402,P01-06,P01-06,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,3145.0,3135.32,-123.17,520753.0,-85.05,5869407.0,Rotary Table,30.22,MSL,3114.78,3105.0,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean IV,Transocean Drilling Ltd.,DC,,,,,1993-05-05
3473,OFF,RWS Blokindeling,,P01,,,,,,,,3.2983889,52.9923056,ED50-GEOGR,14664,558095,385783,5872893,520029,5871580,3.2983889,52.9923056,519938,5871370,3.29702771,52.99152988,20-09-1988,08-12-1988,BRH,BP010061,7833,P01-07,P01-07,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,3123.0,3121.33,-19.62,520009.0,-61.07,5871519.0,Rotary Table,40.1,MSL,3082.9,3081.13,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Neddrill IV,Neddrill Nederland B.V.,DC,,,,,1998-12-08
3474,OFF,RWS Blokindeling,,P01,,,,,,,,3.299422,52.92077,ED50-GEOGR,14503,550134,385664,5864934,520132,5863622,3.299422,52.92077,520040,5863412,3.29806301,52.91999199,16-10-1999,29-12-1999,BRH,BP010062,8455,P01-08,P01-08,EXP-HC,Exploratie koolwaterstof,GSS,Gas shows,Abandoned,Gedevieerd,,4022.0,2968.57,-2030.45,518102.0,969.65,5864592.0,Rotary Table,42.7,MSL,3979.3,2925.77,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Noble Lynda Bossler,Noble Drilling (Nederland) B.V.,ROSL,,,,,2009-12-29
3475,OFF,RWS Blokindeling,,P02,,,,,,,,3.6241667,52.8975,ED50-GEOGR,36277,546963,407447,5861878,541989,5861174,3.6241667,52.8975,541897,5860964,3.62281641,52.89672482,27-10-1968,15-01-1969,BRH,BP020140,7403,P02-01,P02-01,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,3799.0,3791.75,-1.7,541987.0,195.67,5861370.0,Kelly Bushing,30.18,MSL,3768.82,3761.47,"Tenneco Netherlands, Inc.","Tenneco Netherlands, Inc.",Constalation,International Drilling Co.,ROSL,,,,,1979-01-15
3476,OFF,RWS Blokindeling,,P02,,,,,,,,3.4365833,52.94275,ED50-GEOGR,23792,552322,394938,5867170,529339,5866115,3.4365833,52.94275,529247,5865904,3.43522702,52.94197421,01-05-1978,02-08-1978,BRH,BP020141,7404,P02-02,P02-02,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,3529.0,3527.17,-68.04,529271.0,-71.56,5866043.0,Rotary Table,31.76,MSL,3497.24,3495.31,"BP Netherlands, Inc.","BP Netherlands, Inc.",Key Gibraltar,Keydrill Technology LLC,DC,SILESIAN,,,,1988-08-02
3477,OFF,RWS Blokindeling,,P02,,,,,,,,3.6076278,52.9064639,ED50-GEOGR,35189,547987,406354,5862897,540868,5862162,3.6076278,52.9064639,540776,5861951,3.60627683,52.90568883,29-09-1979,02-02-1980,BRH,BP020142,7405,P02-03,P02-03,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,3666.0,3657.24,155.8,541024.0,-22.31,5862140.0,Kelly Bushing,32.9,MSL,3633.1,3624.24,Mobil Producing Netherlands Inc.,Mobil Producing Netherlands Inc.,Penrod 80,Penrod International Drilling Company,ROSL,,,,,1990-02-02
3478,OFF,RWS Blokindeling,,P02,,,,,,,,3.4996642,52.984725,ED50-GEOGR,28154,556879,399275,5871748,533546,5870812,3.4996642,52.984725,533454,5870601,3.4983082,52.98395127,28-05-1982,18-07-1982,BRH,BP020143,8494,P02-04,P02-NE-01,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,2731.0,2720.59,18.2,533564.0,-171.73,5870640.0,Kelly Bushing,35.1,MSL,2695.9,2685.39,Clyde Petroleum Exploratie B.V.,Britsh Petroleum Exploratie Maatschappij Nederland B.V.,Gilbert Rowe,Noordzee Drilling B.V.,NN,,,,,1992-07-18
3479,OFF,RWS Blokindeling,,P02,,,,,,,,3.4996642,52.984725,ED50-GEOGR,28154,556879,399275,5871748,533546,5870812,3.4996642,52.984725,533454,5870601,3.4983082,52.98395127,18-07-1982,01-08-1982,STR,BP020144,7406,P02-04-S1,P02-NE-01-S1,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,2521.0,3026.0,3008.02,49.08,533595.0,-226.75,5870585.0,Kelly Bushing,35.1,MSL,2990.9,2972.82,Clyde Petroleum Exploratie B.V.,Britsh Petroleum Exploratie Maatschappij Nederland B.V.,Gilbert Rowe,Noordzee Drilling B.V.,DC,,,,,1992-08-01
3480,OFF,RWS Blokindeling,,P02,,,,,,,,3.47225,52.9911667,ED50-GEOGR,26333,557644,397450,5872504,531701,5871516,3.47225,52.9911667,531609,5871306,3.47089313,52.99039287,06-11-1982,10-02-1983,BRH,BP020145,7407,P02-05,P02-05,EVA-HC,Evaluatie koolwaterstof,GSS,Gas shows,Abandoned,Gedevieerd,,3715.0,3625.49,-264.29,531437.0,-442.6,5871073.0,Rotary Table,35.9,MSL,3679.1,3589.49,British Petroleum Exploratie Maatschappij Nederland B.V.,British Petroleum Exploratie Maatschappij Nederland B.V.,Gilbert Rowe,N.Z.D. Noordzee Drilling B.V.,DC,WESTPHALIAN A,,,,1993-02-10
3481,OFF,RWS Blokindeling,,P02,,,,,,,,3.5666194,52.8384528,ED50-GEOGR,32239,540489,403445,5855386,538169,5854574,3.5666194,52.8384528,538077,5854363,3.56526947,52.83767509,23-01-1984,17-02-1984,BRH,BP020156,7543,P02-06,P02-06,EXP-HC,Exploratie koolwaterstof,OLS,Olie shows,Abandoned,Vertikaal,,1632.0,1631.08,0.0,538169.0,40.43,5854614.0,Kelly Bushing,21.3,MSL,1610.7,1609.68,Mobil Producing Netherlands Inc.,Mobil Producing Netherlands Inc.,Neddrill III,Neddrill Nederland B.V.,AT,,,,,1994-02-17
3482,OFF,RWS Blokindeling,,P02,,,,,,,,3.4406389,52.8957222,ED50-GEOGR,23924,547082,395097,5861933,529644,5860885,3.4406389,52.8957222,529552,5860674,3.43928414,52.89494494,28-12-1984,12-02-1985,BRH,BP020146,7596,P02-07,P02-07,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Plugged back and sidetracked,Vertikaal,,2391.0,2390.72,6.2,529650.0,17.3,5860902.0,Rotary Table,35.7,MSL,2355.3,2354.92,Wintershall Noordzee B.V.,British Petroleum Exploratie Maatschappij Nederland B.V.,Transocean VI,Transocean Drilling Ltd.,NN,,,,,1995-02-12
3483,OFF,RWS Blokindeling,,P02,,,,,,,,3.4406389,52.8957222,ED50-GEOGR,23924,547082,395097,5861933,529644,5860885,3.4406389,52.8957222,529552,5860674,3.43928414,52.89494494,14-02-1985,20-02-1985,STR,BP020159,8833,P02-07-S1,P02-07-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Vertikaal,2098.0,2105.0,2104.73,8.49,529652.0,16.63,5860902.0,Rotary Table,35.7,MSL,2069.3,2068.93,Wintershall Noordzee B.V.,British Petroleum Exploratie Maatschappij Nederland B.V.,Transocean VI,Transocean Drilling Ltd.,RNMUU,,,,,1995-02-20
3484,OFF,RWS Blokindeling,,P02,,,,,,,,3.4406389,52.8957222,ED50-GEOGR,23924,547082,395097,5861933,529644,5860885,3.4406389,52.8957222,529552,5860674,3.43928414,52.89494494,20-02-1985,08-05-1985,STR,BP020147,7597,P02-07-S2,P02-07-SIDETRACK2,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Suspended,Gedevieerd,2089.0,3623.0,3618.59,76.59,529721.0,20.82,5860906.0,Rotary Table,35.7,MSL,3587.3,3582.79,BP Nederland Energie B.V.,British Petroleum Exploratie Maatschappij Nederland B.V.,Transocean VI,Transocean Drilling Ltd.,DCC,,,,,1995-05-08
3485,OFF,RWS Blokindeling,,P02,,,,,,,,3.412653,52.9098889,ED50-GEOGR,22084,548709,393249,5863550,527752,5862450,3.412653,52.9098889,527660,5862239,3.41129712,52.90911179,21-08-1987,24-11-1987,BRH,BP020148,7771,P02-08,P02-08,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Suspended,Vertikaal,,3513.0,3512.36,-1.62,527750.0,58.03,5862508.0,Rotary Table,33.8,MSL,3479.2,3478.46,British Petroleum Exploratie Maatschappij Nederland B.V.,British Petroleum Exploratie Maatschappij Nederland B.V.,Transocean VII,Transocean Drilling Ltd.,ROSL,,,,,1997-11-24
3486,OFF,RWS Blokindeling,,P02,,,,,,,,3.484343,52.994083,ED50-GEOGR,27153,557947,398268,5872811,532510,5871846,3.484343,52.994083,532418,5871635,3.48298634,52.9933094,22-10-1993,14-12-1993,BRH,BP020149,8160,P02-09,P02-09,EXP-HC,Exploratie koolwaterstof,GSS,Gas shows,Abandoned,Gedevieerd,,3254.0,3226.98,-80.74,532429.0,43.72,5871890.0,Rotary Table,36.3,MSL,3217.7,3190.58,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Dan Earl,Lauritzen Drilling,DC,,,,,2003-12-14
3487,OFF,RWS Blokindeling,,P02,,,,,,,,530697.75,5862264.7,ED50-UTM31,25023,548427,396189,5863283,530698,5862265,3.45643209,52.90806498,530606,5862054,3.45507734,52.90728829,10-01-2012,15-04-2012,BRH,BP020164,9084,P02-10,P02-10,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,3990.0,3440.78,637.82,531336.0,-951.18,5861314.0,Kelly Bushing,38.65,MSL,3951.35,3402.03,Chevron Exploration and Production Netherlands B.V.,Chevron Exploration and Production Netherlands B.V.,Byron Welliver,Noble Drilling (Nederland) B.V.,NN,,,,,2017-04-15
3488,OFF,RWS Blokindeling,,P02,,,,,,,,530697.75,5862264.7,ED50-UTM31,25023,548427,396189,5863283,530698,5862265,3.45643209,52.90806498,530606,5862054,3.45507734,52.90728829,15-04-2012,06-07-2012,STR,BP020165,9105,P02-10-S1,P02-10-SIDETRACK1,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Horizontaal,2907.0,5575.0,3349.67,-780.76,529917.0,-2505.7,5859759.0,Kelly Bushing,38.65,MSL,5536.35,3310.92,Chevron Exploration and Production Netherlands B.V.,Chevron Exploration and Production Netherlands B.V.,Byron Welliver,Noble Drilling (Nederland) B.V.,ROSLU,,,,,2017-07-06
3489,OFF,RWS Blokindeling,,P02,,,,,,P2-NE,P02-NE (verwijderd),3.499675,52.9847417,ED50-GEOGR,28155,556881,399275,5871750,533547,5870814,3.499675,52.9847417,533455,5870603,3.498319,52.98396797,19-11-1996,26-01-1997,BRH,BP020150,8325,P02-NE-02,P02-NE-02,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,3482.0,3022.43,238.03,533785.0,-549.72,5870264.0,Rotary Table,38.7,MSL,3443.3,2983.63,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Neddrill 9,Neddrill Nederland B.V.,DC,,P02-NE-02,P02-NE,P02-NE,2007-01-26
3490,OFF,RWS Blokindeling,,P02,,,,,,P2-NE,P02-NE (verwijderd),3.499675,52.9847417,ED50-GEOGR,28155,556881,399275,5871750,533547,5870814,3.499675,52.9847417,533455,5870603,3.498319,52.98396797,14-07-1997,27-07-1997,STR,BP020151,8359,P02-NE-02-S1,P02-NE-02-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,FLR,Technisch mislukt,Abandoned,Horizontaal,2901.0,3479.0,2744.91,357.13,533904.0,-620.02,5870194.0,Rotary Table,38.7,MSL,3440.3,2706.11,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Noble Lynda Bossler,Noble Drilling (Nederland) B.V.,ROSL,,P02-NE-02,P02-NE,P02-NE,2007-07-27
3491,OFF,RWS Blokindeling,,P02,,,,,,P2-NE,P02-NE (verwijderd),3.499675,52.9847417,ED50-GEOGR,28155,556881,399275,5871750,533547,5870814,3.499675,52.9847417,533455,5870603,3.498319,52.98396797,27-07-1997,18-09-1997,STR,BP020152,8366,P02-NE-02-S2,P02-NE-02-SIDETRACK2,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Horizontaal,3025.0,4132.0,2764.06,793.96,534341.0,-1100.56,5869713.0,Rotary Table,38.7,MSL,4093.3,2725.26,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Noble Lynda Bossler,Noble Drilling (Nederland) B.V.,ROSL,,P02-NE-02,P02-NE,P02-NE,2007-09-18
3492,OFF,RWS Blokindeling,,P02,,,,,,P2-SE,P02-SE (verwijderd),3.441135,52.895899,ED50-GEOGR,23958,547101,395131,5861952,529677,5860905,3.441135,52.895899,529585,5860694,3.43978024,52.89512175,17-12-1997,17-03-1998,BRH,BP020153,8381,P02-SE-01,P02-SE-01,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Horizontaal,,4729.0,3376.07,790.33,530467.0,472.42,5861377.0,Rotary Table,42.6,MSL,4686.4,3333.37,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Noble Lynda Bossler,Noble Drilling (Nederland) B.V.,ROSL,,P02-SE-01,P02-SE,P02-SE,2008-03-17
3493,OFF,RWS Blokindeling,,P02,,,,,,P2-SE,P02-SE (verwijderd),3.441168,52.895909,ED50-GEOGR,23960,547102,395133,5861953,529679,5860906,3.441168,52.895909,529587,5860695,3.43981325,52.89513175,26-09-1997,15-12-1997,BRH,BP020154,8371,P02-SE-02,P02-SE-02,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,4755.0,3614.99,1244.83,530924.0,-2313.25,5858593.0,Rotary Table,42.6,MSL,4712.4,3572.29,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Noble Lynda Bossler,Noble Drilling (Nederland) B.V.,ROSL,,P02-SE-02,P02-SE,P02-SE,2007-12-15
3494,OFF,RWS Blokindeling,,P02,,,,,,P2-SE,P02-SE (verwijderd),3.441168,52.895909,ED50-GEOGR,23960,547102,395133,5861953,529679,5860906,3.441168,52.895909,529587,5860695,3.43981325,52.89513175,21-03-1998,14-04-1998,STR,BP020155,8392,P02-SE-02-S1,P02-SE-02-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Horizontaal,4150.0,4986.0,3399.96,1503.18,531182.0,-2543.63,5858362.0,Rotary Table,42.6,MSL,4943.4,3357.26,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Noble Lynda Bossler,Noble Drilling (Nederland) B.V.,ROSL,,P02-SE-02,P02-SE,P02-SE,2008-04-14
3495,OFF,RWS Blokindeling,,P03,,,,,,,,3.8157778,52.9467778,ED50-GEOGR,49289,552148,420426,5867130,554817,5866785,3.8157778,52.9467778,554724,5866575,3.81443077,52.94600632,29-06-1977,02-09-1977,BRH,BP030081,7408,P03-01,P03-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Gedevieerd,,3790.0,3777.82,-2.45,554815.0,215.48,5867000.0,Kelly Bushing,26.2,MSL,3763.8,3751.52,Pennzoil Nederland Company,Pennzoil Nederland Company,Transocean II,Transocean Drilling Ltd.,ROSL,,,,,1987-09-02
3496,OFF,RWS Blokindeling,,P03,,,,,,,,3.9994444,52.9755556,ED50-GEOGR,61694,555097,432812,5870144,567113,5870143,3.9994444,52.9755556,567021,5869932,3.99810107,52.97478706,15-02-1980,10-04-1980,BRH,BP030082,7409,P03-02,P03-02,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Vertikaal,,2376.0,2375.7,-21.99,567091.0,-11.6,5870131.0,Rotary Table,27.0,MSL,2349.0,2348.6,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean IV,Transocean Drilling Ltd.,SLDB,,,,,1990-04-10
3497,OFF,RWS Blokindeling,,P03,,,,,,,,3.9994444,52.9755556,ED50-GEOGR,61694,555097,432812,5870144,567113,5870143,3.9994444,52.9755556,567021,5869932,3.99810107,52.97478706,10-04-1980,15-05-1980,STR,BP030083,7411,P03-02-S1,P03-02-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,2215.0,2815.0,2797.88,-108.36,567005.0,-110.96,5870032.0,Rotary Table,27.0,MSL,2788.0,2770.78,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean IV,Transocean Drilling Ltd.,SLDBC,,,,,1990-05-15
3498,OFF,RWS Blokindeling,,P03,,,,,,,,3.9720833,52.9295,ED50-GEOGR,59756,550008,430901,5865046,565345,5864994,3.9720833,52.9295,565253,5864783,3.97074067,52.92872967,07-08-1984,09-10-1984,BRH,BP030079,7573,P03-03,P03-03,EXP-HC,Exploratie koolwaterstof,OIL,Olie,Abandoned,Gedevieerd,,2945.0,2612.59,-884.91,564460.0,-817.57,5864176.0,Rotary Table,32.26,MSL,2912.74,2580.23,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ron Tappmeyer,Reading & Bates UK,ATAL,,,,,1994-10-09
3499,OFF,RWS Blokindeling,,P03,,,,,,,,3.7167889,52.9693667,ED50-GEOGR,42694,554810,413820,5869757,548140,5869227,3.7167889,52.9693667,548048,5869016,3.71543874,52.96859486,01-07-1987,25-09-1987,BRH,BP030084,8724,P03-04,P03-04,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,3582.0,3576.53,72.83,548213.0,119.01,5869346.0,Rotary Table,34.06,MSL,3547.94,3542.37,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ron Tappmeyer,Reading & Bates UK,NN,,,,,1997-09-25
3500,OFF,RWS Blokindeling,,P03,,,,,,,,3.7167889,52.9693667,ED50-GEOGR,42694,554810,413820,5869757,548140,5869227,3.7167889,52.9693667,548048,5869016,3.71543874,52.96859486,26-09-1987,15-10-1987,STR,BP030085,8725,P03-04-S1,P03-04-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,3469.0,3582.0,3576.15,76.29,548216.0,118.85,5869346.0,Rotary Table,34.06,MSL,3547.94,3541.99,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ron Tappmeyer,Reading & Bates UK,,,,,,1997-10-15
3501,OFF,RWS Blokindeling,,P03,,,,,,,,3.7167889,52.9693667,ED50-GEOGR,42694,554810,413820,5869757,548140,5869227,3.7167889,52.9693667,548048,5869016,3.71543874,52.96859486,15-10-1987,16-11-1987,STR,BP030086,8726,P03-04-S2,P03-04-SIDETRACK2,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,3451.0,3711.0,3703.27,94.36,548234.0,130.98,5869358.0,Rotary Table,34.06,MSL,3676.94,3669.11,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ron Tappmeyer,Reading & Bates UK,NN,,,,,1997-11-16
3502,OFF,RWS Blokindeling,,P03,,,,,,,,3.7167889,52.9693667,ED50-GEOGR,42694,554810,413820,5869757,548140,5869227,3.7167889,52.9693667,548048,5869016,3.71543874,52.96859486,16-11-1987,02-01-1988,STR,BP030080,7766,P03-04-S3,P03-04-SIDETRACK3,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,3615.0,3840.0,3831.25,110.22,548250.0,136.21,5869363.0,Rotary Table,34.06,MSL,3805.94,3797.09,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ron Tappmeyer,Reading & Bates UK,DCCU,,,,,1998-01-02
3503,OFF,RWS Blokindeling,,P04,,,,,,,,3.2698333,52.77625,ED50-GEOGR,12042,534115,383288,5848907,518203,5847538,3.2698333,52.77625,518111,5847327,3.26847794,52.77546701,16-08-1977,28-09-1977,BRH,BP040058,7412,P04-01,P04-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Gedevieerd,,2746.6,2727.34,132.93,518336.0,145.85,5847684.0,Kelly Bushing,32.9,MSL,2713.7,2694.34,Mobil Producing Netherlands Inc.,Mobil Producing Netherlands Inc.,Dyvi Beta,Dyvi Drilling A/S,DC,,,,,1987-09-28
