,Onshore_Offshore,Map_Sheet_Division,Map_Sheet,Block_Number,Province_Code,Province_Name,Municipality_ID,Municipality_Name,Postal_Code,Mining_Work_Code,Mining_Work_Name,Provided_X,Provided_Y,Coordinate_System,X_Rijksdriehoek,Y_Rijksdriehoek,X_TM5_ED50,Y_TM5_ED50,X_UTM31_ED50,Y_UTM31_ED50,Longitude_ED50,Latitude_ED50,X_UTM31_WGS84,Y_UTM31_WGS84,Longitude_WGS84,Latitude_WGS84,Start_Date,End_Date,Wellbore_Sidetrack,NITG_Number,UWI,Wellbore_Code,Wellbore_Name,Wellbore_Objective_Code,Wellbore_Objective,Wellbore_Result_Code,Wellbore_Result,Wellbore_Status,Wellbore_Shape,Kickoff_Depth_AH,Wellbore_Depth_AH,Wellbore_Depth_TVD,X_Deviation_UTM31_ED50,X_End_UTM31_ED50,Y_Deviation_UTM31_ED50,Y_End_UTM31_ED50,Reference_Level,Reference_Level_Height,Relative_To,Wellbore_Depth_AH_Relative_To_NAP_MSL,Wellbore_Depth_TVD_Relative_To_NAP_MSL,Current_Owner,Client,Drilling_Tower_Platform,Drilling_Company,Lithostratigraphy_Code,Chronostratigraphy_Code,Well_Name,Field_Code,Field_Name,Public_Access_From
196,ON,Topografische kaart 1:25.000,02D,,,,,,,AWG-1W,Ameland-Westgat-1W,191721.98,611902.88,RD,191722,611903,562481,5927626,695151,5931242,5.94174898,53.49275185,695060,5931030,5.94046623,53.49201791,08-04-2005,02-05-2005,STR,B02D0087,4988,AWG-106-S1,AMELAND WESTGAT-106-SIDETRACK1,DEV-I,Ontwikkeling koolwaterstof door injectie,WTR,Water,Producing/Injecting,Gedevieerd,3784.0,4272.0,3519.57,974.41,696125.0,-1896.81,5929345.0,Rotary Table,39.0,NAP,4233.0,3480.57,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,GSF Monarch,GlobalSantaFe,ROSLU,,AMELAND WESTGAT-106,AME,Ameland-Oost,2010-05-02
197,ON,Topografische kaart 1:25.000,02D,,,,,,,AWG-1W,Ameland-Westgat-1W,191726.1,611898.6,RD,191726,611899,562486,5927622,695156,5931238,5.94181055,53.49271312,695064,5931026,5.94052781,53.49197917,29-03-1992,02-06-1992,BRH,B02D0049,3827,AWG-107,AMELAND WESTGAT-107,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Gedevieerd,,3837.0,3404.52,-563.01,694593.0,1548.55,5932787.0,Rotary Table,39.25,MSL,3797.75,3365.17,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Neddrill IV,Neddrill Nederland B.V.,ROSLU,,AMELAND WESTGAT-107,AWG,Ameland-Westgat,2003-01-01
198,ON,Topografische kaart 1:25.000,02D,,,,,,,AWG-1W,Ameland-Westgat-1W,191724.109,611897.125,RD,191724,611897,562484,5927620,695154,5931236,5.94178039,53.4927,695062,5931025,5.94049764,53.49196606,17-09-1997,04-11-1997,BRH,B02D0050,4155,AWG-108,AMELAND WESTGAT-108,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Plugged back and sidetracked,Gedevieerd,,4234.0,3461.25,1869.74,697024.0,1294.19,5932530.0,Rotary Table,39.07,MSL,4194.93,3422.08,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ensco 70,Ensco Offshore U.K. Limited,ROSLU,,AMELAND WESTGAT-108,AWG,Ameland-Westgat,2007-11-04
199,ON,Topografische kaart 1:25.000,02D,,,,,,,AWG-1W,Ameland-Westgat-1W,191724.109,611897.125,RD,191724,611897,562484,5927620,695154,5931236,5.94178039,53.4927,695062,5931025,5.94049764,53.49196606,04-11-1997,01-03-1998,STR,B02D0052,4160,AWG-108-S1,AMELAND WESTGAT-108-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,3931.0,5017.0,3399.66,2594.35,697748.0,1705.72,5932942.0,Rotary Table,39.07,MSL,4977.93,3360.49,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ensco 70,Ensco Offshore U.K. Limited,ROSLU,,AMELAND WESTGAT-108,AWG,Ameland-Westgat,2008-03-01
200,ON,Topografische kaart 1:25.000,02D,,,,,,,AWG-1W,Ameland-Westgat-1W,191721.5,611901.2,RD,191722,611901,562481,5927625,695151,5931240,5.94174156,53.49273679,695060,5931029,5.94045881,53.49200285,28-07-1996,22-12-1996,BRH,B02D0047,4091,AWG-109,AMELAND WESTGAT-109,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Plugged back and sidetracked,Gedevieerd,,5325.0,3492.16,-1607.29,693544.0,3383.64,5934624.0,Rotary Table,38.93,MSL,5286.07,3453.13,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ensco 85,Ensco Offshore U.K. Limited,ROCLA,,AMELAND WESTGAT-109,AMN,Ameland-Noord,2006-12-22
201,ON,Topografische kaart 1:25.000,02D,,,,,,,AWG-1W,Ameland-Westgat-1W,191721.5,611901.2,RD,191722,611901,562481,5927625,695151,5931240,5.94174156,53.49273679,695060,5931029,5.94045881,53.49200285,02-08-2004,24-10-2004,STR,B02D0086,4948,AWG-109-S1,AMELAND WESTGAT-109-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Suspended,Horizontaal,3753.2,5594.0,3388.35,-1543.38,693608.0,3692.04,5934932.0,Rotary Table,54.84,MSL,5539.16,3333.41,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,GSF Monarch,GlobalSantaFe International Drilling Corporation,ROSLU,,AMELAND WESTGAT-109,AMN,Ameland-Noord,2009-10-24
202,ON,Topografische kaart 1:25.000,02D,,,,,,,AWG-1W,Ameland-Westgat-1W,191725.53,611896.94,RD,191726,611897,562485,5927620,695155,5931236,5.94180177,53.49269824,695064,5931025,5.94051903,53.4919643,28-01-2011,25-04-2011,BRH,B02D0217,5604,AWG-110,AMELAND WESTGAT-110,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Gedevieerd,,6089.0,3626.63,4212.19,699367.0,1894.04,5933130.0,Rotary Table,49.74,MSL,6039.26,3576.79,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Noble Hans Deul,Noble Drilling (Nederland) B.V.,ROSLL,,AMELAND WESTGAT-110,N07-FA,N07-FA,2016-04-25
203,OFF,RWS Blokindeling,,B10,,,,,,,,4.0553611,55.3393611,ED50-GEOGR,70347,818178,440082,6133097,566941,6133197,4.0553611,55.3393611,566849,6132985,4.05394299,55.33867235,06-07-1982,24-07-1982,BRH,BB100011,8835,B10-02,B10-02,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Vertikaal,,2002.0,2001.96,-0.34,566941.0,11.83,6133209.0,Kelly Bushing,36.8,MSL,1965.2,1965.06,Amoco Netherlands Petroleum Company,Amoco Netherlands Petroleum Company,Zapata Nordic,Zapata International,NN,,,,,1992-07-24
204,OFF,RWS Blokindeling,,B10,,,,,,,,4.0553611,55.3393611,ED50-GEOGR,70347,818178,440082,6133097,566941,6133197,4.0553611,55.3393611,566849,6132985,4.05394299,55.33867235,24-07-1982,21-09-1982,STR,BB100008,7009,B10-02-S1,B10-02-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,GSS,Gas shows,Abandoned,Gedevieerd,1439.0,3972.0,3967.65,-33.33,566908.0,92.59,6133290.0,Kelly Bushing,36.8,MSL,3935.2,3930.75,Amoco Netherlands Petroleum Company,Amoco Netherlands Petroleum Company,Zapata Nordic,Zapata International,RV,,,,,1992-09-21
205,OFF,RWS Blokindeling,,B10,,,,,,,,4.0038333,55.3996111,ED50-GEOGR,67206,824952,436910,6139847,563576,6139854,4.0038333,55.3996111,563484,6139642,4.00241173,55.39892385,23-09-1991,19-10-1991,BRH,BB100009,8072,B10-03,B10-03,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,1360.0,1359.99,1.35,563577.0,-0.53,6139853.0,Rotary Table,38.3,MSL,1321.7,1321.59,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Dan Earl,Lauritzen Drilling,NM,,,,,2001-10-19
206,OFF,RWS Blokindeling,,B10,,,,,,,,4.0038333,55.3996111,ED50-GEOGR,67206,824952,436910,6139847,563576,6139854,4.0038333,55.3996111,563484,6139642,4.00241173,55.39892385,19-10-1991,16-11-1991,STR,BB100010,8085,B10-03-S1,B10-03-SIDETRACK1,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,385.0,600.0,599.13,13.26,563589.0,9.86,6139864.0,Rotary Table,38.3,MSL,561.7,560.73,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Dan Earl,Lauritzen Drilling,NU,,,,,2001-11-16
207,OFF,RWS Blokindeling,,B10,,,,,,,,563700.17,6140341.44,ED50-UTM31,67347,825435,437048,6140331,563700,6140341,4.00590582,55.40397411,563608,6140129,4.00448416,55.40328703,21-03-2019,05-04-2019,BRH,BB100012,9298,B10-04,B10-04,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,1142.0,1141.98,-1.37,563699.0,1.04,6140342.0,Rotary Table,45.75,MSL,1096.25,1096.13,Petrogas E&P Netherlands B.V.,Petrogas E&P Netherlands B.V.,Maersk Resolute,Maersk Drilling,NU,,,,,2024-04-05
208,OFF,RWS Blokindeling,,B13,,,,,,,,4.0750556,55.3003333,ED50-GEOGR,71517,813807,441273,6128737,568257,6128873,4.0750556,55.3003333,568165,6128661,4.07363935,55.29964342,28-03-1973,15-05-1973,BRH,BB130020,7010,B13-01,B13-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,2868.0,2867.63,-0.99,568256.0,34.49,6128907.0,Kelly Bushing,31.1,MSL,2836.9,2836.43,British Petroleum Exploratie Maatschappij Nederland B.V.,British Petroleum Exploratie Maatschappij Nederland B.V.,Offshore Mercury,International Drilling Company,ZEZ3H,,,,,1983-05-15
209,OFF,RWS Blokindeling,,B13,,,,,,,,4.28275,55.2548611,ED50-GEOGR,84638,808517,454408,6123521,581536,6124036,4.28275,55.2548611,581444,6123824,4.2813408,55.25417198,07-07-1977,31-07-1977,BRH,BB130023,7011,B13-02,B13-02,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,2462.0,2461.51,0.0,581536.0,41.27,6124077.0,Rotary Table,32.61,MSL,2429.39,2428.8,British Petroleum Exploratie Maatschappij B.V.,British Petroleum Exploratie Maatschappij B.V.,Key Gibraltar,Keydrill Technology LLC,SGKI,,,,,1987-07-31
210,OFF,RWS Blokindeling,,B13,,,,,,,,4.0880556,55.2778889,ED50-GEOGR,72298,811292,442066,6126228,569121,6126389,4.0880556,55.2778889,569029,6126177,4.08664047,55.27719839,30-08-1990,18-10-1990,BRH,BB130022,8003,B13-03,B13-03,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,1335.0,1334.99,2.16,569123.0,1.22,6126390.0,Rotary Table,35.6,MSL,1299.4,1299.29,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Dan Earl,Lauritzen Drilling,NM,,,,,2000-10-18
211,OFF,RWS Blokindeling,,B13,,,,,,,,4.0806667,55.2349167,ED50-GEOGR,71740,806514,441534,6121452,568726,6121599,4.0806667,55.2349167,568634,6121387,4.07925286,55.23422462,28-07-1992,11-08-1992,BRH,BB130021,8109,B13-04,B13-04,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,940.0,939.98,0.58,568727.0,3.18,6121602.0,Rotary Table,40.2,MSL,899.8,899.68,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Neddrill 7,Neddrill Nederland B.V.,NUMS,,,,,2002-08-11
212,OFF,RWS Blokindeling,,B13,,,,,,B13-A,B13-A,569753.0,6127245.0,ED50-UTM31,72959,812127,442722,6127066,569753,6127245,4.09820834,55.28549374,569661,6127033,4.09679321,55.28480361,21-06-2011,26-06-2011,BRH,BB130026,9060,B13-A-01,B13-A-01,DEV-HC,Ontwikkeling koolwaterstof,FLR,Technisch mislukt,Plugged back and sidetracked,Vertikaal,,275.0,274.26,10.47,569763.0,11.45,6127256.0,Kelly Bushing,54.47,MSL,220.53,219.69,Petrogas E&P Netherlands B.V.,Chevron,Byron Welliver,Noble Drilling (Nederland) B.V.,NN,,B13-A-01,B13-FA,B13-FA,2016-06-26
213,OFF,RWS Blokindeling,,B13,,,,,,B13-A,B13-A,569753.0,6127245.0,ED50-UTM31,72959,812127,442722,6127066,569753,6127245,4.09820834,55.28549374,569661,6127033,4.09679321,55.28480361,26-06-2011,08-07-2011,STR,BB130030,9088,B13-A-01-S1,B13-A-01-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Plugged back and sidetracked,Horizontaal,245.0,1798.3,698.35,1107.5,570861.0,811.27,6128056.0,Drill Floor,46.3,MSL,1752.0,651.95,Petrogas E&P Netherlands B.V.,Chevron,Noble Byron Welliver,Noble Drilling (Nederland) B.V.,NUMS,,B13-A-01,B13-FA,B13-FA,2016-07-08
214,OFF,RWS Blokindeling,,B13,,,,,,B13-A,B13-A,569753.0,6127245.0,ED50-UTM31,72959,812127,442722,6127066,569753,6127245,4.09820834,55.28549374,569661,6127033,4.09679321,55.28480361,27-10-2011,16-11-2011,STR,BB130032,9080,B13-A-01-S2,B13-A-01-SIDETRACK2,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Producing/Injecting,Horizontaal,371.9,1705.7,562.71,185.95,569939.0,1104.31,6128349.0,Drill Floor,54.46,MSL,1651.24,508.15,Petrogas E&P Netherlands B.V.,Chevron,Noble Byron Welliver,Noble Drilling (Nederland) B.V.,NUPZ,,B13-A-01,B13-FA,B13-FA,2016-11-16
215,OFF,RWS Blokindeling,,B13,,,,,,B13-A,B13-A,569753.6,6127242.571,ED50-UTM31,72959,812124,442723,6127064,569754,6127243,4.09821718,55.28547184,569662,6127030,4.09680206,55.2847817,29-07-2011,23-10-2011,BRH,BB130029,9067,B13-A-02,B13-A-02,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Plugged back and sidetracked,Horizontaal,,1684.0,665.22,-242.39,569512.0,-1205.38,6126038.0,Kelly Bushing,54.5,MSL,1629.5,610.62,Petrogas E&P Netherlands B.V.,Chevron,Byron Welliver,Noble Drilling (Nederland) B.V.,NUMS,,B13-A-02,B13-FA,B13-FA,2016-10-23
